task_id,architecture_type,num_agents,num_edges,num_turns,graph_density,avg_degree,clustering_coefficient,num_cycles,loop_index,agent_dependency_ratio,communication_entropy,longest_path_length,avg_path_length,has_planner,has_worker,has_critic,has_verifier,has_manager,has_tool,has_environment,has_user,has_assistant
0,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
1,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
2,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
3,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
4,iterative_refinement,7,15,30,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.587383068195294,0,2.0,False,False,True,False,False,False,False,False,False
5,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
6,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
7,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
8,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
9,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
10,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
11,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
12,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
13,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
14,iterative_refinement,6,13,27,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.449749479977968,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
15,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
16,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
17,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
18,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
19,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
20,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
21,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
22,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.435049926215872,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
23,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
24,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
25,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
26,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
27,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
28,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
29,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
28,iterative_refinement,6,13,32,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.399730318566862,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
29,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
0,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
1,iterative_refinement,7,15,34,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.611508196124684,0,2.0,False,False,True,False,False,False,False,False,False
2,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
3,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
4,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
5,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
6,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
7,iterative_refinement,6,13,32,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.435398969611277,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
8,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
9,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
10,iterative_refinement,7,15,32,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.616769558175162,0,2.0,False,False,True,False,False,False,False,False,False
11,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
12,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
13,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
14,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
15,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
16,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
17,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
18,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
19,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
20,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
21,iterative_refinement,6,14,27,0.4666666666666667,4.666666666666667,0.0,9,0.6428571428571429,0.25,3.567669271584538,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
22,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
23,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
24,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
25,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
26,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
27,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
28,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
29,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
30,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
31,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
32,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
33,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
34,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
35,iterative_refinement,6,14,27,0.4666666666666667,4.666666666666667,0.0,9,0.6428571428571429,0.25,3.567669271584538,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
36,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
37,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
38,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
39,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
40,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
41,iterative_refinement,7,15,31,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.607764643056049,0,2.0,False,False,True,False,False,False,False,False,False
42,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
43,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
44,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
45,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
46,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
47,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
48,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
49,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
50,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
51,iterative_refinement,6,14,27,0.4666666666666667,4.666666666666667,0.0,9,0.6428571428571429,0.25,3.567669271584538,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
52,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
53,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
54,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
55,iterative_refinement,7,15,40,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.5846726150608754,0,2.0,False,False,True,False,False,False,False,False,False
56,iterative_refinement,7,15,29,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.608951282542822,0,2.0,False,False,True,False,False,False,False,False,False
57,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
58,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
59,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
60,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
61,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
62,iterative_refinement,7,15,28,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.6097180176391075,0,2.0,False,False,True,False,False,False,False,False,False
63,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
64,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
65,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
66,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
67,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
68,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
69,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
70,iterative_refinement,7,15,27,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.600713102519995,0,2.0,False,False,True,False,False,False,False,False,False
71,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
72,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
73,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
74,iterative_refinement,7,16,29,0.38095238095238093,4.571428571428571,0.0,10,0.625,0.28125,3.6928186127741798,0,2.0,False,False,True,False,False,False,False,False,False
75,iterative_refinement,7,15,29,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.608951282542822,0,2.0,False,False,True,False,False,False,False,False,False
76,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
77,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
78,iterative_refinement,6,13,28,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4796183060414827,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
79,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
80,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
81,iterative_refinement,6,13,28,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.46617945692998,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
82,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
83,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
84,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
85,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
86,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
87,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
88,iterative_refinement,6,13,32,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.435398969611277,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
89,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
90,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
91,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
92,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
93,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
94,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
95,iterative_refinement,6,13,26,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.470718577260286,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
96,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
97,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
98,iterative_refinement,6,13,25,0.43333333333333335,4.333333333333333,0.0,8,0.6153846153846154,0.2692307692307692,3.4602128429546544,0,1.8666666666666667,False,False,True,False,False,False,False,False,False
99,iterative_refinement,7,15,34,0.35714285714285715,4.285714285714286,0.0,9,0.6,0.3,3.6058186975589126,0,2.0,False,False,True,False,False,False,False,False,False
